24-04-11--16-29-29

aug=mix
bsz=64
nb_nodes=100
model_lr=5e-05
nb_batch_per_epoch=400
data_path=./
checkpoint_model=n
aug_num=16
test_aug_num=16
num_state_encoder=1
dim_emb=128
dim_ff=512
nb_heads=8
action_k=15
state_k=[35]
problem=cvrp
nb_layers_state_encoder=2
nb_layers_action_encoder=2
nb_layers_decoder=3
nb_candidate_layers=3
nb_epochs=400
gamma=0.99
dim_input_nodes=2
batchnorm=False
gpu_id=0
nb_batch_eval=80
if_use_local_mask=False
if_agg_whole_graph=False
if_aug=True
if_test=True
tol=0.001
CAPACITIES={10: 20.0, 20: 30.0, 50: 40.0, 100: 50.0}


Epoch: 0, epoch time: 35.308min, tot time: 0.025day, L_base: 26.778, L_train: 21.686, update_model: True.
Epoch: 69, epoch time: 26.847min, tot time: 1.515day, L_base: 16.878, L_train: 16.930, update_model: False.
Epoch: 70, epoch time: 26.829min, tot time: 1.536day, L_base: 16.744, L_train: 16.806, update_model: False.
Epoch: 71, epoch time: 26.903min, tot time: 1.558day, L_base: 16.780, L_train: 16.843, update_model: False.
Epoch: 72, epoch time: 26.833min, tot time: 1.579day, L_base: 16.812, L_train: 16.799, update_model: True.
Epoch: 73, epoch time: 26.826min, tot time: 1.600day, L_base: 16.892, L_train: 16.879, update_model: True.
Epoch: 74, epoch time: 26.858min, tot time: 1.622day, L_base: 16.940, L_train: 16.978, update_model: False.
Epoch: 75, epoch time: 26.887min, tot time: 1.643day, L_base: 16.960, L_train: 17.085, update_model: False.
Epoch: 76, epoch time: 26.858min, tot time: 1.664day, L_base: 16.665, L_train: 16.655, update_model: True.
Epoch: 77, epoch time: 26.840min, tot time: 1.686day, L_base: 16.759, L_train: 16.765, update_model: False.
Epoch: 78, epoch time: 27.603min, tot time: 1.708day, L_base: 16.774, L_train: 16.804, update_model: False.
Epoch: 79, epoch time: 27.527min, tot time: 1.730day, L_base: 17.043, L_train: 17.147, update_model: False.
Epoch: 80, epoch time: 27.341min, tot time: 1.751day, L_base: 16.904, L_train: 16.948, update_model: False.
Epoch: 81, epoch time: 27.210min, tot time: 1.773day, L_base: 16.920, L_train: 16.914, update_model: True.
Epoch: 82, epoch time: 27.166min, tot time: 1.795day, L_base: 16.836, L_train: 16.945, update_model: False.
Epoch: 83, epoch time: 27.341min, tot time: 1.817day, L_base: 16.810, L_train: 16.819, update_model: False.
Epoch: 84, epoch time: 27.287min, tot time: 1.838day, L_base: 16.781, L_train: 16.770, update_model: True.
Epoch: 85, epoch time: 27.299min, tot time: 1.860day, L_base: 16.824, L_train: 16.842, update_model: False.
Epoch: 86, epoch time: 27.316min, tot time: 1.882day, L_base: 16.762, L_train: 16.827, update_model: False.
Epoch: 87, epoch time: 27.294min, tot time: 1.904day, L_base: 16.691, L_train: 16.641, update_model: True.
Epoch: 88, epoch time: 27.326min, tot time: 1.925day, L_base: 16.769, L_train: 16.806, update_model: False.
Epoch: 89, epoch time: 27.289min, tot time: 1.947day, L_base: 16.869, L_train: 16.935, update_model: False.
Epoch: 90, epoch time: 27.136min, tot time: 1.969day, L_base: 16.944, L_train: 16.970, update_model: False.
Epoch: 91, epoch time: 27.170min, tot time: 1.990day, L_base: 16.866, L_train: 16.965, update_model: False.
Epoch: 92, epoch time: 27.186min, tot time: 2.012day, L_base: 17.008, L_train: 17.157, update_model: False.
Epoch: 93, epoch time: 27.221min, tot time: 2.034day, L_base: 16.741, L_train: 16.799, update_model: False.
Epoch: 94, epoch time: 27.267min, tot time: 2.055day, L_base: 16.782, L_train: 16.757, update_model: True.
Epoch: 95, epoch time: 27.155min, tot time: 2.077day, L_base: 16.541, L_train: 16.606, update_model: False.
Epoch: 96, epoch time: 27.168min, tot time: 2.099day, L_base: 16.743, L_train: 16.807, update_model: False.
Epoch: 97, epoch time: 27.173min, tot time: 2.120day, L_base: 16.995, L_train: 17.084, update_model: False.
Epoch: 98, epoch time: 27.128min, tot time: 2.142day, L_base: 16.789, L_train: 16.794, update_model: False.
Epoch: 99, epoch time: 26.960min, tot time: 2.163day, L_base: 16.798, L_train: 16.790, update_model: True.
Epoch: 100, epoch time: 26.923min, tot time: 2.185day, L_base: 16.728, L_train: 16.748, update_model: False.
Epoch: 101, epoch time: 26.911min, tot time: 2.206day, L_base: 16.726, L_train: 16.771, update_model: False.
Epoch: 102, epoch time: 26.964min, tot time: 2.228day, L_base: 16.796, L_train: 16.807, update_model: False.
Epoch: 103, epoch time: 26.859min, tot time: 2.249day, L_base: 16.748, L_train: 16.772, update_model: False.
Epoch: 104, epoch time: 26.880min, tot time: 2.271day, L_base: 16.907, L_train: 16.918, update_model: False.
Epoch: 105, epoch time: 26.876min, tot time: 2.292day, L_base: 16.965, L_train: 16.973, update_model: False.
Epoch: 106, epoch time: 26.832min, tot time: 2.313day, L_base: 16.823, L_train: 16.859, update_model: False.
Epoch: 107, epoch time: 26.880min, tot time: 2.335day, L_base: 16.775, L_train: 16.823, update_model: False.
Epoch: 108, epoch time: 26.870min, tot time: 2.356day, L_base: 16.799, L_train: 16.831, update_model: False.
Epoch: 109, epoch time: 27.444min, tot time: 2.378day, L_base: 16.702, L_train: 16.717, update_model: False.
Epoch: 110, epoch time: 27.402min, tot time: 2.400day, L_base: 16.870, L_train: 16.863, update_model: True.
Epoch: 111, epoch time: 27.382min, tot time: 2.422day, L_base: 16.835, L_train: 16.837, update_model: False.
Epoch: 112, epoch time: 26.500min, tot time: 2.443day, L_base: 16.687, L_train: 16.675, update_model: True.
Epoch: 113, epoch time: 26.492min, tot time: 2.464day, L_base: 16.649, L_train: 16.673, update_model: False.
Epoch: 114, epoch time: 27.141min, tot time: 2.485day, L_base: 16.587, L_train: 16.640, update_model: False.
Epoch: 115, epoch time: 27.142min, tot time: 2.507day, L_base: 16.769, L_train: 16.802, update_model: False.
Epoch: 116, epoch time: 27.141min, tot time: 2.528day, L_base: 16.725, L_train: 16.731, update_model: False.
Epoch: 117, epoch time: 27.113min, tot time: 2.550day, L_base: 16.702, L_train: 16.714, update_model: False.
Epoch: 118, epoch time: 27.425min, tot time: 2.572day, L_base: 16.751, L_train: 16.767, update_model: False.
Epoch: 119, epoch time: 27.500min, tot time: 2.594day, L_base: 16.872, L_train: 16.885, update_model: False.
Epoch: 120, epoch time: 27.788min, tot time: 2.616day, L_base: 16.655, L_train: 16.655, update_model: False.
Epoch: 121, epoch time: 27.890min, tot time: 2.638day, L_base: 16.827, L_train: 16.821, update_model: True.
Epoch: 122, epoch time: 27.889min, tot time: 2.660day, L_base: 16.828, L_train: 16.819, update_model: True.
Epoch: 123, epoch time: 27.459min, tot time: 2.682day, L_base: 16.860, L_train: 16.881, update_model: False.
Epoch: 124, epoch time: 27.351min, tot time: 2.704day, L_base: 16.803, L_train: 16.786, update_model: True.
Epoch: 125, epoch time: 27.279min, tot time: 2.725day, L_base: 17.005, L_train: 17.001, update_model: True.
Epoch: 126, epoch time: 27.293min, tot time: 2.747day, L_base: 16.510, L_train: 16.453, update_model: True.
Epoch: 127, epoch time: 27.246min, tot time: 2.769day, L_base: 16.784, L_train: 16.803, update_model: False.
Epoch: 128, epoch time: 27.293min, tot time: 2.790day, L_base: 16.731, L_train: 16.779, update_model: False.
Epoch: 129, epoch time: 27.225min, tot time: 2.812day, L_base: 16.878, L_train: 16.939, update_model: False.
Epoch: 130, epoch time: 27.275min, tot time: 2.834day, L_base: 16.682, L_train: 16.704, update_model: False.
Epoch: 131, epoch time: 27.279min, tot time: 2.855day, L_base: 16.680, L_train: 16.736, update_model: False.
Epoch: 132, epoch time: 27.258min, tot time: 2.877day, L_base: 16.775, L_train: 16.789, update_model: False.
Epoch: 133, epoch time: 27.236min, tot time: 2.899day, L_base: 16.688, L_train: 16.704, update_model: False.
Epoch: 134, epoch time: 27.257min, tot time: 2.920day, L_base: 16.744, L_train: 16.769, update_model: False.
Epoch: 135, epoch time: 27.244min, tot time: 2.942day, L_base: 16.745, L_train: 16.767, update_model: False.
Epoch: 136, epoch time: 27.238min, tot time: 2.964day, L_base: 16.525, L_train: 16.541, update_model: False.
Epoch: 137, epoch time: 27.240min, tot time: 2.985day, L_base: 16.782, L_train: 16.786, update_model: False.
Epoch: 138, epoch time: 27.280min, tot time: 3.007day, L_base: 16.845, L_train: 16.852, update_model: False.
Epoch: 139, epoch time: 27.253min, tot time: 3.029day, L_base: 16.690, L_train: 16.722, update_model: False.
Epoch: 140, epoch time: 27.221min, tot time: 3.050day, L_base: 16.744, L_train: 16.772, update_model: False.
Epoch: 141, epoch time: 27.231min, tot time: 3.072day, L_base: 16.689, L_train: 16.717, update_model: False.
Epoch: 142, epoch time: 27.886min, tot time: 3.094day, L_base: 16.745, L_train: 16.733, update_model: True.
Epoch: 143, epoch time: 27.915min, tot time: 3.116day, L_base: 16.546, L_train: 16.542, update_model: True.
Epoch: 144, epoch time: 27.844min, tot time: 3.138day, L_base: 16.680, L_train: 16.693, update_model: False.
Epoch: 145, epoch time: 27.860min, tot time: 3.161day, L_base: 16.702, L_train: 16.711, update_model: False.
Epoch: 146, epoch time: 27.953min, tot time: 3.183day, L_base: 16.706, L_train: 16.693, update_model: True.
Epoch: 147, epoch time: 27.977min, tot time: 3.205day, L_base: 16.628, L_train: 16.638, update_model: False.
Epoch: 148, epoch time: 27.833min, tot time: 3.227day, L_base: 16.532, L_train: 16.571, update_model: False.
Epoch: 149, epoch time: 27.801min, tot time: 3.249day, L_base: 16.885, L_train: 16.868, update_model: True.
Epoch: 150, epoch time: 27.842min, tot time: 3.271day, L_base: 16.672, L_train: 16.670, update_model: True.
Epoch: 151, epoch time: 27.468min, tot time: 3.293day, L_base: 16.709, L_train: 16.742, update_model: False.
Epoch: 152, epoch time: 27.344min, tot time: 3.315day, L_base: 16.794, L_train: 16.787, update_model: True.
Epoch: 153, epoch time: 27.905min, tot time: 3.337day, L_base: 16.753, L_train: 16.741, update_model: True.
Epoch: 154, epoch time: 26.871min, tot time: 3.359day, L_base: 16.725, L_train: 16.759, update_model: False.
Epoch: 155, epoch time: 26.827min, tot time: 3.380day, L_base: 16.629, L_train: 16.648, update_model: False.
Epoch: 156, epoch time: 27.080min, tot time: 3.402day, L_base: 16.762, L_train: 16.790, update_model: False.
Epoch: 157, epoch time: 27.813min, tot time: 3.424day, L_base: 16.725, L_train: 16.738, update_model: False.
Epoch: 158, epoch time: 27.645min, tot time: 3.446day, L_base: 16.654, L_train: 16.658, update_model: False.
Epoch: 159, epoch time: 27.645min, tot time: 3.468day, L_base: 16.491, L_train: 16.506, update_model: False.
Epoch: 160, epoch time: 27.222min, tot time: 3.489day, L_base: 16.619, L_train: 16.612, update_model: True.
Epoch: 161, epoch time: 27.131min, tot time: 3.511day, L_base: 16.789, L_train: 16.774, update_model: True.
Epoch: 162, epoch time: 27.127min, tot time: 3.532day, L_base: 16.718, L_train: 16.750, update_model: False.
Epoch: 163, epoch time: 27.213min, tot time: 3.554day, L_base: 16.704, L_train: 16.734, update_model: False.
Epoch: 164, epoch time: 27.167min, tot time: 3.576day, L_base: 16.773, L_train: 16.811, update_model: False.
Epoch: 165, epoch time: 27.021min, tot time: 3.597day, L_base: 16.740, L_train: 16.753, update_model: False.
Epoch: 166, epoch time: 26.984min, tot time: 3.619day, L_base: 16.610, L_train: 16.645, update_model: False.
Epoch: 167, epoch time: 27.147min, tot time: 3.640day, L_base: 16.480, L_train: 16.516, update_model: False.
Epoch: 168, epoch time: 27.155min, tot time: 3.662day, L_base: 16.788, L_train: 16.811, update_model: False.
Epoch: 169, epoch time: 27.167min, tot time: 3.683day, L_base: 16.647, L_train: 16.668, update_model: False.
Epoch: 170, epoch time: 27.139min, tot time: 3.705day, L_base: 16.728, L_train: 16.729, update_model: False.
Epoch: 171, epoch time: 27.138min, tot time: 3.727day, L_base: 16.590, L_train: 16.574, update_model: True.
Epoch: 172, epoch time: 27.142min, tot time: 3.748day, L_base: 16.543, L_train: 16.550, update_model: False.
Epoch: 173, epoch time: 27.171min, tot time: 3.770day, L_base: 16.623, L_train: 16.638, update_model: False.
Epoch: 174, epoch time: 27.124min, tot time: 3.791day, L_base: 16.522, L_train: 16.511, update_model: True.
Epoch: 175, epoch time: 27.213min, tot time: 3.813day, L_base: 16.670, L_train: 16.670, update_model: False.
Epoch: 176, epoch time: 27.292min, tot time: 3.835day, L_base: 16.832, L_train: 16.851, update_model: False.
Epoch: 177, epoch time: 27.370min, tot time: 3.856day, L_base: 16.589, L_train: 16.602, update_model: False.
Epoch: 178, epoch time: 26.837min, tot time: 3.878day, L_base: 16.609, L_train: 16.597, update_model: True.
Epoch: 179, epoch time: 26.890min, tot time: 3.899day, L_base: 16.706, L_train: 16.710, update_model: False.
Epoch: 180, epoch time: 26.955min, tot time: 3.921day, L_base: 16.632, L_train: 16.650, update_model: False.
Epoch: 181, epoch time: 26.973min, tot time: 3.942day, L_base: 16.559, L_train: 16.585, update_model: False.
Epoch: 182, epoch time: 27.053min, tot time: 3.964day, L_base: 16.746, L_train: 16.748, update_model: False.
Epoch: 183, epoch time: 27.235min, tot time: 3.985day, L_base: 16.714, L_train: 16.771, update_model: False.
Epoch: 184, epoch time: 27.772min, tot time: 4.007day, L_base: 16.679, L_train: 16.696, update_model: False.
Epoch: 185, epoch time: 27.727min, tot time: 4.029day, L_base: 16.803, L_train: 16.798, update_model: True.
Epoch: 186, epoch time: 26.934min, tot time: 4.051day, L_base: 16.652, L_train: 16.647, update_model: True.
Epoch: 187, epoch time: 26.962min, tot time: 4.072day, L_base: 16.668, L_train: 16.661, update_model: True.
Epoch: 188, epoch time: 26.978min, tot time: 4.094day, L_base: 16.681, L_train: 16.690, update_model: False.
Epoch: 189, epoch time: 26.962min, tot time: 4.115day, L_base: 16.676, L_train: 16.692, update_model: False.
Epoch: 190, epoch time: 27.114min, tot time: 4.137day, L_base: 16.592, L_train: 16.578, update_model: True.
Epoch: 191, epoch time: 26.998min, tot time: 4.158day, L_base: 16.889, L_train: 16.910, update_model: False.
Epoch: 192, epoch time: 26.909min, tot time: 4.179day, L_base: 16.715, L_train: 16.721, update_model: False.
Epoch: 193, epoch time: 26.965min, tot time: 4.201day, L_base: 16.591, L_train: 16.612, update_model: False.
Epoch: 194, epoch time: 27.056min, tot time: 4.222day, L_base: 16.738, L_train: 16.758, update_model: False.
Epoch: 195, epoch time: 27.035min, tot time: 4.244day, L_base: 16.748, L_train: 16.769, update_model: False.
Epoch: 196, epoch time: 27.101min, tot time: 4.266day, L_base: 16.631, L_train: 16.649, update_model: False.
Epoch: 197, epoch time: 27.070min, tot time: 4.287day, L_base: 16.783, L_train: 16.791, update_model: False.
Epoch: 198, epoch time: 27.043min, tot time: 4.309day, L_base: 16.712, L_train: 16.733, update_model: False.
Epoch: 199, epoch time: 27.062min, tot time: 4.330day, L_base: 16.667, L_train: 16.704, update_model: False.
Epoch: 200, epoch time: 27.259min, tot time: 4.352day, L_base: 16.674, L_train: 16.687, update_model: False.
Epoch: 201, epoch time: 27.138min, tot time: 4.373day, L_base: 16.587, L_train: 16.581, update_model: True.
Epoch: 202, epoch time: 27.087min, tot time: 4.395day, L_base: 16.802, L_train: 16.782, update_model: True.
Epoch: 203, epoch time: 27.065min, tot time: 4.416day, L_base: 16.509, L_train: 16.511, update_model: False.
Epoch: 204, epoch time: 27.048min, tot time: 4.438day, L_base: 16.714, L_train: 16.703, update_model: True.
Epoch: 205, epoch time: 27.823min, tot time: 4.460day, L_base: 16.728, L_train: 16.747, update_model: False.
Epoch: 206, epoch time: 27.553min, tot time: 4.482day, L_base: 16.878, L_train: 16.883, update_model: False.
Epoch: 207, epoch time: 27.551min, tot time: 4.504day, L_base: 16.628, L_train: 16.640, update_model: False.
Epoch: 208, epoch time: 27.799min, tot time: 4.526day, L_base: 16.875, L_train: 16.886, update_model: False.
Epoch: 209, epoch time: 27.729min, tot time: 4.548day, L_base: 16.562, L_train: 16.543, update_model: True.
Epoch: 210, epoch time: 27.756min, tot time: 4.570day, L_base: 16.655, L_train: 16.658, update_model: False.
Epoch: 211, epoch time: 27.376min, tot time: 4.592day, L_base: 16.590, L_train: 16.585, update_model: True.
Epoch: 212, epoch time: 27.244min, tot time: 4.613day, L_base: 16.728, L_train: 16.736, update_model: False.
Epoch: 213, epoch time: 27.285min, tot time: 4.635day, L_base: 16.623, L_train: 16.611, update_model: True.
Epoch: 214, epoch time: 27.321min, tot time: 4.657day, L_base: 16.594, L_train: 16.572, update_model: True.
Epoch: 215, epoch time: 27.288min, tot time: 4.678day, L_base: 16.555, L_train: 16.556, update_model: False.
Epoch: 216, epoch time: 27.436min, tot time: 4.700day, L_base: 16.664, L_train: 16.658, update_model: True.
Epoch: 217, epoch time: 27.377min, tot time: 4.722day, L_base: 16.671, L_train: 16.668, update_model: True.
Epoch: 218, epoch time: 27.615min, tot time: 4.744day, L_base: 16.703, L_train: 16.714, update_model: False.
Epoch: 219, epoch time: 27.952min, tot time: 4.766day, L_base: 16.866, L_train: 16.884, update_model: False.
Epoch: 220, epoch time: 27.693min, tot time: 4.788day, L_base: 16.643, L_train: 16.651, update_model: False.
Epoch: 221, epoch time: 27.546min, tot time: 4.810day, L_base: 16.477, L_train: 16.455, update_model: True.
Epoch: 222, epoch time: 27.576min, tot time: 4.832day, L_base: 16.513, L_train: 16.536, update_model: False.
Epoch: 223, epoch time: 27.590min, tot time: 4.854day, L_base: 16.602, L_train: 16.609, update_model: False.
Epoch: 224, epoch time: 27.565min, tot time: 4.876day, L_base: 16.560, L_train: 16.563, update_model: False.
Epoch: 225, epoch time: 27.585min, tot time: 4.898day, L_base: 16.665, L_train: 16.678, update_model: False.
Epoch: 226, epoch time: 27.703min, tot time: 4.920day, L_base: 16.440, L_train: 16.453, update_model: False.
Epoch: 227, epoch time: 27.587min, tot time: 4.942day, L_base: 16.651, L_train: 16.659, update_model: False.
Epoch: 228, epoch time: 27.816min, tot time: 4.964day, L_base: 16.505, L_train: 16.503, update_model: True.
Epoch: 229, epoch time: 27.745min, tot time: 4.986day, L_base: 16.520, L_train: 16.536, update_model: False.
Epoch: 230, epoch time: 27.783min, tot time: 5.008day, L_base: 16.695, L_train: 16.698, update_model: False.
Epoch: 231, epoch time: 28.018min, tot time: 5.030day, L_base: 16.633, L_train: 16.662, update_model: False.
Epoch: 232, epoch time: 28.249min, tot time: 5.053day, L_base: 16.507, L_train: 16.528, update_model: False.
Epoch: 233, epoch time: 28.116min, tot time: 5.075day, L_base: 16.535, L_train: 16.565, update_model: False.
Epoch: 234, epoch time: 28.078min, tot time: 5.098day, L_base: 16.752, L_train: 16.741, update_model: True.
Epoch: 235, epoch time: 29.948min, tot time: 5.121day, L_base: 16.720, L_train: 16.740, update_model: False.
Epoch: 236, epoch time: 32.488min, tot time: 5.147day, L_base: 16.751, L_train: 16.758, update_model: False.
Epoch: 237, epoch time: 32.443min, tot time: 5.173day, L_base: 16.584, L_train: 16.613, update_model: False.
Epoch: 238, epoch time: 29.402min, tot time: 5.197day, L_base: 16.886, L_train: 16.894, update_model: False.
Epoch: 239, epoch time: 26.943min, tot time: 5.218day, L_base: 16.758, L_train: 16.780, update_model: False.
Epoch: 240, epoch time: 26.904min, tot time: 5.240day, L_base: 16.417, L_train: 16.416, update_model: False.
Epoch: 241, epoch time: 26.852min, tot time: 5.261day, L_base: 16.637, L_train: 16.633, update_model: True.
Epoch: 242, epoch time: 27.104min, tot time: 5.283day, L_base: 16.550, L_train: 16.539, update_model: True.
Epoch: 243, epoch time: 27.105min, tot time: 5.304day, L_base: 16.687, L_train: 16.687, update_model: False.
Epoch: 244, epoch time: 27.145min, tot time: 5.326day, L_base: 16.582, L_train: 16.590, update_model: False.
